1	1	2	28	27	0	0	0	0	0
2	2	3	29	28	0	0	0	0	0
3	3	4	30	29	0	0	0	0	0
4	4	5	31	30	0	0	0	0	0
5	5	6	32	31	0	0	0	0	0
6	6	7	33	32	0	0	0	0	0
7	7	8	34	33	0	0	0	0	0
8	8	9	35	34	0	0	0	0	0
9	9	10	36	35	0	0	0	0	0
10	10	11	37	36	0	0	0	0	0
11	11	12	38	37	0	0	0	0	0
12	12	13	39	38	0	0	0	0	0
13	13	14	40	39	0	0	0	0	0
14	14	15	41	40	0	0	0	0	0
15	15	16	42	41	0	0	0	0	0
16	16	17	43	42	0	0	0	0	0
17	17	18	44	43	0	0	0	0	0
18	18	19	45	44	0	0	0	0	0
19	19	20	46	45	0	0	0	0	0
20	20	21	47	46	0	0	0	0	0
21	21	22	48	47	0	0	0	0	0
22	22	23	49	48	0	0	0	0	0
23	23	24	50	49	0	0	0	0	0
24	24	25	51	50	0	0	0	0	0
25	25	26	52	51	0	0	0	0	0
26	27	28	54	53	0	0	0	0	0
27	28	29	55	54	0	0	0	0	0
28	29	30	56	55	0	0	0	0	0
29	30	31	57	56	0	0	0	0	0
30	31	32	58	57	0	0	0	0	0
31	32	33	59	58	0	0	0	0	0
32	33	34	60	59	0	0	0	0	0
33	34	35	61	60	0	0	0	0	0
34	35	36	62	61	0	0	0	0	0
35	36	37	63	62	0	0	0	0	0
36	37	38	64	63	0	0	0	0	0
37	38	39	65	64	0	0	0	0	0
38	39	40	66	65	0	0	0	0	0
39	40	41	67	66	0	0	0	0	0
40	41	42	68	67	0	0	0	0	0
41	42	43	69	68	0	0	0	0	0
42	43	44	70	69	0	0	0	0	0
43	44	45	71	70	0	0	0	0	0
44	45	46	72	71	0	0	0	0	0
45	46	47	73	72	0	0	0	0	0
46	47	48	74	73	0	0	0	0	0
47	48	49	75	74	0	0	0	0	0
48	49	50	76	75	0	0	0	0	0
49	50	51	77	76	0	0	0	0	0
50	51	52	78	77	0	0	0	0	0
1 1 2 3 4 0 0 0 0 0
